Community,Nodes
12823,"[100356, 137220, 301062, 106505, 512012, 266256, 358426, 27, 149534, 479265, 571437, 321582, 546865, 565299, 303165, 120895, 206913, 221250, 503875, 464961, 67655, 268359, 450632, 272458, 485458, 227419, 444511, 286817, 57445, 163951, 286834, 155766, 452732, 88193, 120963, 385158, 358535, 196750, 559247, 299154, 53394, 360596, 463009, 22694, 362668, 190637, 92337, 481458, 348341, 438454, 231608, 233658, 542917, 522447, 75985, 571602, 137425, 209113, 407778, 325867, 76017, 24823, 391420, 205057, 528647, 269, 555278, 151821, 452879, 344335, 278801, 137497, 114972, 559390, 86303, 49452, 96557, 407860, 524597, 469306, 483644, 155965, 452927, 452931, 86339, 256330, 350540, 164174, 450896, 375124, 526677, 237912, 557401, 366936, 285018, 63845, 315752, 301420, 29044, 76149, 145785, 463227, 356733, 215421, 244096, 51585, 12676, 305555, 141716, 143766, 293270, 328092, 395693, 483758, 405941, 481717, 123322, 567739, 16847, 152022, 311767, 467415, 401889, 451050, 197100, 373231, 258544, 113136, 506354, 256499, 160246, 522742, 422393, 12797, 152067, 39437, 367119, 442897, 98838, 172570, 66076, 279086, 430642, 25139, 250429, 88652, 516685, 246350, 313934, 531025, 295508, 197205, 107097, 363097, 309850, 166496, 557665, 359010, 537189, 330344, 311913, 420458, 479859, 457336, 14972, 334461, 328328, 365194, 322190, 336528, 490131, 389781, 373403, 316064, 250537, 88754, 86713, 395967, 119488, 293572, 381640, 281298, 123609, 176860, 314079, 297696, 33510, 471786, 193258, 381674, 101098, 101101, 295671, 307961, 113401, 383742, 490240, 365317, 242440, 301833, 164617, 162571, 531209, 252696, 99102, 310049, 26618, 187170, 258860, 316207, 344882, 351027, 60213, 162616, 535360, 172866, 238402, 13127, 392012, 93005, 459597, 287566, 537423, 416597, 140119, 279385, 457563, 394076, 392029, 574304, 344930, 25444, 467819, 230256, 58234, 330619, 105339, 260989, 99204, 84871, 2955, 379788, 29592, 172956, 37801, 64430, 453562, 416706, 84935, 84937, 476107, 373708, 177103, 261076, 287704, 353246, 48117, 429050, 232444, 89088, 373766, 111625, 441355, 261134, 404500, 394269, 400415, 320551, 1066, 295979, 373808, 367673, 523322, 455739, 543808, 334917, 248903, 470087, 255049, 486476, 533595, 197727, 386157, 52336, 382064, 9334, 384119, 468092, 218246, 179343, 531599, 343185, 238735, 273555, 513175, 109721, 361625, 494746, 519325, 255133, 208031, 68767, 504995, 378022, 371878, 183464, 554155, 58541, 341172, 406709, 201912, 343225, 472252, 412864, 93376, 42178, 285891, 425154, 326855, 339145, 363724, 373971, 439508, 156885, 253142, 341210, 396508, 109792, 126177, 17636, 150758, 117990, 531689, 537834, 56558, 111860, 70901, 554231, 27897, 238841, 494843, 111873, 369923, 279813, 537864, 410897, 488721, 42258, 220437, 132382, 56609, 480547, 453931, 523564, 50476, 419124, 425269, 191800, 353592, 572730, 111930, 501048, 253246, 66882, 161097, 167249, 468305, 273746, 572758, 367966, 111967, 46432, 343393, 308578, 204132, 13668, 54644, 236927, 357766, 378249, 91529, 413069, 341390, 462221, 322965, 189851, 544155, 435614, 427427, 525741, 370095, 124337, 15796, 87476, 331190, 204215, 497083, 36291, 411076, 558532, 81348, 437703, 112068, 564681, 556494, 230863, 464341, 222680, 357852, 267741, 269789, 519654, 284135, 138727, 136684, 9709, 36335, 138738, 220662, 546295, 302593, 306692, 245252, 396808, 302604, 267791, 95766, 173594, 106013, 106020, 519720, 46633, 30252, 474675, 286270, 208453, 495175, 235083, 87633, 202331, 527969, 454252, 206445, 42610, 497267, 228983, 52860, 200326, 208521, 562826, 396943, 159378, 89751, 501402, 560795, 120825, 149156, 321189, 364198, 364210, 532147, 550581, 67257, 108220, 485063, 380617, 472777, 448201, 556748, 212691, 319188, 483029, 351958, 444120, 138972, 401120, 227040, 79586, 3811, 28388, 169710, 161526, 343802, 390913, 120580, 556807, 63243, 3854, 85776, 175893, 225046, 388887, 311064, 153369, 112410, 204571, 134942, 63263, 235295, 139041, 26405, 227111, 519982, 370479, 220980, 464694, 298818, 225093, 350022, 468809, 143177, 106318, 104276, 98133, 178007, 327512, 497498, 466782, 440165, 374633, 65386, 524139, 251757, 130943, 46975, 481156, 475016, 116623, 87963, 114596, 243621, 4008, 153520, 491444, 157623, 430012, 430023, 229320, 546760, 516045, 327631, 266193, 473042, 85971, 106455, 524247, 28634, 225244, 452574, 534495, 501733, 79848, 286702, 81904, 290805, 542713, 399354, 407550]"
12824,"[15425, 331891, 329748, 307309]"
12825,"[371947, 298844]"
12826,"[545449, 135999, 236631]"
12827,"[413512, 186103]"
12828,"[328032, 117731]"
12829,"[279785, 210434]"
12830,"[557483, 142590]"
12831,"[290688, 501957, 63526, 226503, 429738, 112077, 60440, 288825, 413183]"
12832,"[349481, 420451, 543788]"
12833,"[529217, 565153]"
12834,"[184457, 162607]"
12835,"[529267, 184679]"
12836,"[573616, 116787, 355979]"
12837,"[202486, 212671]"
12838,"[401136, 499710]"
12839,"[283912, 536261, 210582, 176063]"
12840,"[426548, 49948, 395383]"
12841,"[464940, 523366, 306687]"
12842,"[179008, 423475]"
12843,"[256944, 302594, 369934]"
12844,"[230950, 311892, 196885, 140125]"
12845,"[4733, 193126]"
12846,"[563978, 377718]"
12847,"[139288, 472498, 130911]"
12848,"[344053, 364473, 347325]"
12849,"[307888, 263113, 407789, 374605]"
12850,"[402018, 355661]"
12851,"[511643, 8933]"
12852,"[148153, 463078]"
12853,"[375172, 451167]"
12854,"[445945, 53079]"
12855,"[233892, 108341, 401399]"
12856,"[778, 174812, 153458]"
12857,"[167235, 358221]"
12858,"[514945, 457060]"
12859,"[346801, 274483, 68612]"
12860,"[240897, 356460, 552757]"
12861,"[517176, 81660]"
12862,"[146629, 368501]"
12863,"[220393, 337675, 43781, 114606]"
12864,"[275949, 514599]"
12865,"[356601, 462546]"
12866,"[299688, 356090, 222291, 417568]"
12867,"[74408, 425129]"
12868,"[554773, 148341, 191750]"
12869,"[135353, 514901]"
12870,"[327040, 453696, 29123, 228294, 422920, 542730, 24524, 315470, 303446, 103450, 318302, 178470, 544763, 198505, 424432, 380788, 152379, 232124]"
12871,"[555139, 125012]"
12872,"[416360, 71579]"
12873,"[283721, 239540]"
12874,"[488326, 227100, 99198]"
12875,"[483579, 344765]"
12876,"[41707, 22262]"
12877,"[46277, 110542]"
12878,"[107501, 469909]"
12879,"[374225, 308930]"
12880,"[152953, 308427, 538787]"
12881,"[549984, 191115, 11510]"
12882,"[67328, 226818, 410214, 199238, 82248, 263528, 386955, 331285, 462747, 284157, 481854, 536319]"
12883,"[403141, 561286]"
12884,"[574805, 222902, 389495]"
12885,"[301770, 129966]"
12886,"[373481, 369820, 229124]"
12887,"[405178, 266206]"
12888,"[124958, 395303]"
12889,"[400096, 550425, 214013]"
12890,"[413212, 244574]"
12891,"[485648, 96903]"
12892,"[1394, 574806, 452151]"
12893,"[475049, 516683]"
12894,"[253980, 196269]"
12895,"[105847, 435767]"
12896,"[553600, 475022]"
12897,"[549219, 516476, 251918]"
12898,"[471320, 393460]"
12899,"[533358, 227654]"
12900,"[354348, 406758]"
12901,"[212359, 252432, 278211, 378760, 516839, 118968, 531865]"
12902,"[192912, 446869, 353206, 202119, 153769, 184427, 307244]"
12903,"[110032, 364817]"
12904,"[72144, 299603, 55695]"
12905,"[551882, 370158, 469599]"
12906,"[435306, 244198, 72615]"
12907,"[119394, 529131, 566813]"
12908,"[213240, 186277]"
12909,"[401369, 50830]"
12910,"[267314, 407676, 383783, 218263]"
12911,"[489473, 43012, 516100, 366597, 393222, 466948, 229381, 516105, 296973, 149519, 79889, 262166, 389143, 296984, 24607, 542754, 383014, 135206, 483374, 61487, 450618, 45121, 518212, 376914, 295005, 481376, 309344, 243809, 479333, 247917, 69742, 405618, 358517, 405622, 75894, 329848, 555129, 288890, 563327, 479360, 450689, 151682, 282755, 209031, 331912, 512136, 159883, 182413, 419983, 376981, 47254, 503963, 567452, 37026, 272547, 200866, 460965, 329893, 108724, 51394, 475331, 391363, 391364, 338118, 2246, 8391, 336074, 121035, 520399, 155862, 92378, 469214, 288994, 293091, 186600, 501995, 477422, 145647, 41202, 59635, 14580, 366839, 112889, 358652, 399612, 219392, 157961, 80143, 309529, 469274, 100638, 92447, 440609, 366892, 153902, 201007, 543022, 6453, 540987, 153922, 471367, 385355, 141646, 373072, 434523, 389468, 434524, 217440, 553312, 33122, 444771, 311652, 190825, 446839, 55673, 235904, 459137, 364934, 362888, 258442, 131466, 24972, 430478, 39316, 72086, 549272, 41369, 367003, 344477, 371102, 293280, 227747, 309669, 429, 168371, 156084, 324020, 491962, 70075, 53695, 61893, 338374, 496075, 227801, 29148, 254439, 246255, 422383, 344561, 463352, 143869, 49664, 561666, 551439, 166418, 459283, 385555, 137751, 571928, 490010, 545312, 74273, 211491, 88623, 76339, 447040, 180806, 387654, 113229, 492110, 270925, 254544, 31313, 109135, 68183, 549465, 307805, 47716, 146020, 25190, 49768, 320104, 266858, 10861, 35439, 320112, 166513, 186996, 137848, 553592, 416386, 465538, 260744, 313993, 119434, 139915, 101006, 313998, 57998, 443022, 563860, 88725, 397975, 35483, 543391, 12960, 453284, 357032, 445099, 90795, 29360, 98995, 459444, 264889, 279225, 209600, 266944, 352968, 334539, 332492, 250577, 273105, 420562, 10964, 238293, 408280, 459483, 477916, 453342, 156387, 385766, 447213, 29423, 72435, 19192, 299770, 307967, 137986, 772, 420614, 264970, 195339, 453390, 426767, 51992, 551711, 250662, 193319, 29480, 11047, 101162, 37675, 72492, 320305, 457525, 402234, 271163, 478011, 467773, 379712, 172864, 518979, 420675, 330566, 353097, 222027, 217936, 492375, 275289, 158555, 37725, 387935, 162657, 328553, 543598, 109424, 340850, 422771, 121716, 58227, 260981, 439159, 19324, 566146, 330638, 277393, 166802, 174996, 525209, 408475, 228256, 342946, 152493, 498605, 203699, 359350, 422840, 515004, 95165, 224190, 564156, 136128, 412612, 353225, 504782, 203727, 474073, 527326, 269278, 359394, 375782, 318439, 400360, 484330, 136171, 394224, 343025, 502772, 46068, 521224, 78857, 244748, 113676, 189452, 218127, 482319, 416786, 283666, 33814, 314391, 367647, 523295, 492580, 52262, 429096, 103466, 82990, 9264, 326705, 150580, 285749, 48187, 302140, 164926, 291903, 285759, 529474, 66631, 472136, 142408, 468044, 238669, 101454, 238672, 193626, 25694, 490597, 250986, 478315, 390254, 457839, 56433, 97396, 152692, 113786, 552062, 109695, 154751, 310402, 457860, 70789, 173190, 197767, 269457, 455827, 275606, 439451, 1181, 132255, 11430, 517289, 25772, 564398, 476335, 539827, 527540, 136374, 515254, 466104, 279739, 441534, 138431, 525503, 165055, 326850, 484548, 566468, 453832, 56522, 388302, 408789, 382168, 535769, 308442, 91358, 455904, 222436, 402661, 230639, 236783, 279797, 115962, 445695, 122115, 169219, 550149, 335109, 95498, 185625, 185626, 245019, 19740, 429341, 185627, 394537, 384299, 349484, 68909, 236848, 388402, 380214, 451895, 501050, 443713, 226625, 120132, 224590, 499025, 345436, 181605, 148838, 212329, 550253, 300402, 363892, 85369, 546180, 408969, 574857, 19849, 19852, 159118, 290193, 294298, 3482, 368029, 474528, 437664, 421281, 339368, 312744, 251306, 75179, 511405, 542135, 28092, 363965, 374207, 261567, 468420, 50628, 402886, 431561, 529868, 493008, 368084, 574943, 85479, 359911, 144872, 146922, 505323, 478696, 179690, 26094, 228854, 400886, 546302, 144895, 108034, 511491, 329218, 44549, 271878, 531975, 542215, 62985, 452108, 312847, 3600, 210455, 1561, 17950, 314911, 445985, 245281, 15907, 333349, 548389, 321068, 46637, 423473, 542258, 173620, 142901, 130616, 507449, 534073, 204349, 54846, 384575, 353856, 562754, 185922, 110150, 151110, 159305, 75339, 151119, 421463, 521815, 427609, 241240, 446045, 538207, 355939, 110179, 450159, 11890, 212596, 384628, 228982, 331382, 110200, 542332, 478849, 134788, 106116, 487047, 194186, 87691, 81548, 427661, 134798, 306837, 575126, 48790, 366236, 5789, 444063, 421536, 433823, 550569, 528044, 429744, 204464, 7862, 374455, 278205, 253641, 257737, 374474, 290508, 315084, 339662, 77532, 75490, 173796, 558823, 208621, 444143, 319486, 214778, 366331, 202492, 208639, 257796, 130821, 163593, 419594, 435985, 190229, 481045, 558871, 321303, 360213, 386845, 143135, 452388, 388912, 393012, 124728, 7997, 55104, 241473, 309060, 153413, 397129, 42827, 87884, 292685, 321360, 493393, 507753, 352105, 571242, 149363, 212856, 266107, 235390, 460672, 257922, 323461, 331655, 141193, 165771, 493455, 309136, 284560, 386965, 122773, 155543, 407456, 440228, 12197, 491430, 159655, 575403, 145325, 307117, 16304, 212916, 491448, 487356, 214974, 425930, 135122, 124887, 92121, 501724, 143326, 403423, 120802, 24547, 477156, 348131, 370668, 192493, 460782, 190447, 401391, 559089, 32755, 286711, 464894]"
12912,"[264088, 250346]"
12913,"[312361, 254418]"
12914,"[373901, 544535]"
12915,"[137056, 203843, 294630, 369191, 140967, 475933, 299888, 446840, 139034, 547485]"
12916,"[15490, 360963, 370820]"
12917,"[542776, 236843, 262695]"
12918,"[160724, 144469, 68765, 351994, 7403, 472173]"
12919,"[372243, 102771, 92590, 154935]"
12920,"[319848, 371961, 355949]"
12921,"[210736, 528933, 116511]"
12922,"[338586, 162614, 366415]"
12923,"[443899, 300757]"
12924,"[356721, 345226]"
12925,"[81955, 400172]"
12926,"[186544, 103503]"
12927,"[551105, 352591, 4303]"
12928,"[413835, 46846]"
12929,"[281025, 502083, 111749, 2311, 327367, 368725, 541334, 369495, 520025, 489116, 362590, 435808, 497955, 449004, 37231, 367220, 250677, 257206, 264634, 499582]"
12930,"[334941, 187855]"
12931,"[409016, 402653]"
12932,"[100786, 476019, 317236, 515283, 448132]"
12933,"[26517, 190727]"
12934,"[173068, 169287]"
12935,"[442256, 186707, 507379, 154068, 471128]"
12936,"[427286, 480567]"
12937,"[464612, 333037]"
12938,"[151123, 191131, 162316]"
12939,"[478408, 355750]"
12940,"[551870, 506366]"
12941,"[339131, 325438]"
12942,"[26432, 305545]"
12943,"[269576, 446934]"
12944,"[293390, 12471]"
12945,"[244643, 162792, 48298, 263884, 252780, 378192, 24881, 518612, 317877, 426553, 548863, 70623]"
12946,"[108829, 212482, 150501]"
12947,"[58065, 476355]"
12948,"[52000, 96936]"
12949,"[377776, 523633]"
12950,"[321946, 145589, 82534]"
12951,"[444699, 77099, 434226, 549463, 460680, 216842, 369611]"
12952,"[82099, 323139, 66069]"
12953,"[377979, 510167]"
12954,"[559512, 494424, 132560]"
12955,"[39354, 170150, 264986, 419197, 430621]"
12956,"[139651, 135733]"
12957,"[97314, 465716]"
12958,"[163409, 541713, 199031]"
12959,"[141673, 214674]"
12960,"[353626, 463428]"
12961,"[347496, 14610]"
12962,"[527280, 132956]"
12963,"[338818, 217475]"
12964,"[109133, 538942]"
12965,"[214966, 93695]"
12966,"[273582, 52119]"
12967,"[330689, 381340]"
12968,"[571800, 138607]"
12969,"[438947, 568039]"
12970,"[13578, 512239]"
12971,"[255570, 535109]"
12972,"[141249, 331163]"
12973,"[269776, 325452]"
12974,"[172122, 319485]"
12975,"[469600, 153702, 347463, 279355, 109548]"
12976,"[482000, 212330]"
12977,"[467378, 382226, 507253, 312918, 207886, 257355, 541230]"
12978,"[498248, 186829]"
12979,"[304753, 86341]"
12980,"[8851, 433615]"
12981,"[478996, 228876]"
12982,"[518924, 572494]"
12983,"[530737, 277219, 14824, 277463, 196312, 199547]"
12984,"[225200, 70465, 59764, 516584]"
12985,"[78672, 167234]"
12986,"[568897, 208747, 386771]"
12987,"[126192, 494737, 288194, 540518, 421866]"
12988,"[422032, 177722, 420445]"
12989,"[325128, 482209, 471245, 435895]"
12990,"[343, 331871]"
12991,"[191634, 81162, 164076]"
12992,"[394864, 409150, 443175]"
12993,"[405251, 535980, 253357, 364302, 287376, 2449, 20153, 393563, 461276, 565854]"
12994,"[87464, 31478]"
12995,"[458305, 544262, 457735, 229098, 412909, 232401, 354071, 48348]"
12996,"[25824, 356314, 522191]"
12997,"[93128, 388099, 250437]"
12998,"[174285, 282119]"
12999,"[138364, 338406]"
13000,"[262522, 194093, 556183]"
13001,"[96792, 384345, 62374, 261686]"
13002,"[483397, 315143]"
13003,"[422488, 548942, 247799]"
13004,"[222065, 239983]"
13005,"[61901, 481167]"
13006,"[82222, 245207]"
13007,"[487798, 404375]"
13008,"[531752, 94322]"
13009,"[317568, 474482, 501102, 406023]"
13010,"[300264, 69292, 408502, 152535]"
13011,"[466145, 246910, 468143]"
13012,"[141120, 166161]"
13013,"[226498, 192573]"
13014,"[503160, 188982, 12062]"
13015,"[496504, 103892]"
13016,"[238056, 335686, 561711]"
13017,"[171480, 239986]"
13018,"[283059, 69390]"
13019,"[343633, 366673, 236137]"
13020,"[98794, 535147]"
13021,"[360051, 14974]"
13022,"[481665, 40966, 34892, 575567, 244688, 502801, 242449, 523667, 504788, 147158, 272982, 436569, 514140, 309790, 448671, 317092, 328164, 453163, 513131, 91949, 438636, 45105, 117297, 337137, 433204, 494836, 412023, 553404, 453757, 419135]"
13023,"[111489, 305059, 417188, 134775, 470696]"
13024,"[561808, 372934]"
13025,"[172664, 413098, 354180, 104301]"
13026,"[359489, 71266, 459436, 451757, 389940, 549364, 355862, 15831, 131641, 358943]"
13027,"[73778, 469669, 62966, 338842, 156573]"
13028,"[27501, 60054]"
13029,"[425488, 141320]"
13030,"[188889, 117226, 427934, 111815]"
13031,"[245793, 297196]"
13032,"[382501, 184822]"
13033,"[327505, 335858, 227685, 494129]"
13034,"[269972, 262630]"
13035,"[307854, 418999]"
13036,"[400500, 35709]"
13037,"[27722, 30285]"
13038,"[280904, 144842, 422652, 563869]"
13039,"[515488, 83544, 211228]"
13040,"[113523, 200134]"
13041,"[210308, 220846]"
13042,"[530163, 127099, 413431]"
13043,"[385889, 532861]"
13044,"[56834, 360195, 564999, 311146, 365724, 453233, 479218, 282646, 183255, 110651, 16796]"
13045,"[57796, 399300, 228404]"
13046,"[171918, 374814, 24327]"
13047,"[83392, 533095, 254893, 268815, 408178, 54677, 380662, 112409, 138235, 316255]"
13048,"[184203, 300077]"
13049,"[292692, 26650, 135172, 428943]"
13050,"[555040, 143555, 27429, 228998, 38950, 188618, 209948]"
13051,"[486513, 119077]"
13052,"[71784, 158782]"
13053,"[484873, 151283]"
13054,"[262188, 353605]"
13055,"[77483, 95453]"
13056,"[574768, 83586, 280043]"
13057,"[344537, 31999]"
13058,"[295643, 338044, 60148]"
13059,"[503030, 84167, 573288, 336523, 171692]"
13060,"[360354, 87988]"
13061,"[244497, 358858]"
13062,"[200281, 506409, 188955]"
13063,"[381892, 218381]"
13064,"[573689, 419083]"
13065,"[464476, 148390]"
13066,"[330936, 482522]"
13067,"[78897, 505291, 38374]"
13068,"[487059, 353815]"
13069,"[118993, 483156, 285076, 346965, 176139, 522957]"
13070,"[139442, 100874, 369598]"
13071,"[467611, 510052, 157357, 71951]"
13072,"[307204, 272703, 282943]"
13073,"[184592, 55565, 121383]"
13074,"[155696, 195727]"
13075,"[498892, 322918]"
13076,"[369233, 517486, 269486, 527847]"
13077,"[272208, 346105]"
13078,"[37553, 493604, 209759, 270863]"
13079,"[337154, 357644]"
13080,"[230688, 188297, 438388]"
13081,"[290513, 430970, 400242, 522511]"
13082,"[106371, 333324, 303603]"
13083,"[278052, 309647]"
13084,"[124985, 228046, 80543]"
13085,"[148089, 376491]"
13086,"[136824, 249961, 36578]"
13087,"[3072, 24188, 469254, 95080, 517966, 34421, 249080, 132475, 271292, 256127]"
13088,"[411681, 126076, 374286, 77900]"
13089,"[347985, 551690]"
13090,"[504449, 446235]"
13091,"[192233, 143049, 279279]"
13092,"[566384, 449011]"
13093,"[167593, 81762]"
13094,"[227368, 78011]"
13095,"[296416, 414212]"
13096,"[174578, 440968, 339337, 479775, 331423]"
13097,"[468240, 34548]"
13098,"[309641, 239502, 143631]"
13099,"[138226, 452565]"
13100,"[339793, 360894]"
13101,"[363900, 569470, 514159]"
13102,"[35316, 522205, 18156]"
13103,"[82711, 524349, 374887]"
13104,"[233596, 348118]"
13105,"[27491, 212051]"
13106,"[31929, 316310, 284861, 119102]"
13107,"[358300, 429535]"
13108,"[411554, 268909]"
13109,"[435672, 63309, 178541, 555055]"
13110,"[512601, 354422, 140742]"
13111,"[543035, 565830]"
13112,"[191320, 453331, 354221]"
13113,"[337977, 102316, 438319]"
13114,"[89957, 31254, 227848, 415564, 219133, 469278]"
13115,"[508257, 379506, 381519, 515103]"
13116,"[434566, 52635, 192998]"
13117,"[572148, 468910]"
13118,"[348170, 318187]"
13119,"[530676, 97813]"
13120,"[47314, 432163, 330611, 293759]"
13121,"[102576, 413302]"
13122,"[429469, 385431]"
13123,"[142488, 565619]"
13124,"[251770, 39554]"
13125,"[291595, 467693, 172558]"
13126,"[509586, 79220, 180462, 10231]"
13127,"[105985, 227170, 63201, 327080, 365129, 10378, 481643, 289971, 252310, 117338, 216379, 300221]"
13128,"[20139, 137222]"
13129,"[26211, 390078, 293831]"
13130,"[253812, 67924, 340997]"
13131,"[16096, 142278, 50471, 450312, 153067, 172783, 551094, 410043, 417212, 217695]"
13132,"[320156, 20095]"
13133,"[99514, 334505, 138458]"
13134,"[311034, 541026]"
13135,"[135892, 46414]"
13136,"[267419, 19159]"
13137,"[443285, 386351]"
13138,"[69321, 534548]"
13139,"[201385, 482101]"
13140,"[109692, 169709]"
13141,"[367938, 321082]"
13142,"[403904, 337849, 567767]"
13143,"[77985, 528308, 275599]"
13144,"[386106, 262718]"
13145,"[18929, 244486, 497607, 354765, 511070]"
13146,"[416232, 396305, 190659, 133238]"
13147,"[82793, 369698, 314407]"
13148,"[301794, 553862]"
13149,"[334490, 72278]"
13150,"[953, 414442, 98366, 312121]"
13151,"[349574, 314583]"
13152,"[117806, 294343]"
13153,"[196705, 112819]"
